Datetime,Return,Predictions
2024-07-18 18:15:00+00:00,0.02,0.06573152009544296
2024-07-18 18:30:00+00:00,0.02,0.01627736131236298
2024-07-18 18:45:00+00:00,0.0,-0.006939488166883147
2024-07-18 19:00:00+00:00,0.02,-0.025304949199204455
2024-07-18 19:15:00+00:00,-0.04,-0.02264515675893933
2024-07-18 19:30:00+00:00,-0.02,0.03101030923788444
2024-07-18 19:45:00+00:00,0.03,0.010439808638880468
2024-07-18 20:00:00+00:00,0.02,0.04105736279450892
2024-07-18 20:15:00+00:00,-0.04,0.014807616309065876
2024-07-18 20:30:00+00:00,0.0,-0.04104232965136207
2024-07-18 20:45:00+00:00,0.0,-0.025376753883284583
2024-07-18 21:00:00+00:00,0.03,-0.02405143203800799
2024-07-18 21:15:00+00:00,0.0,-0.026512554105768187
2024-07-18 21:30:00+00:00,-0.02,-0.032342826077650454
2024-07-18 21:45:00+00:00,-0.02,-0.032795584400766804
